2022-07-05,04:20:12,21:01:00
2022-07-06,04:21:07,21:00:26
2022-07-07,04:22:04,20:59:49
2022-07-08,04:23:03,20:59:09
2022-07-09,04:24:04,20:58:25
2022-07-10,04:25:08,20:57:39
2022-07-11,04:26:13,20:56:50
2022-07-12,04:27:21,20:55:57
2022-07-13,04:28:31,20:55:02
2022-07-14,04:29:42,20:54:04
2022-07-15,04:30:55,20:53:03
2022-07-16,04:32:11,20:52:00
2022-07-17,04:33:27,20:50:54
2022-07-18,04:34:46,20:49:45
2022-07-19,04:36:05,20:48:33
2022-07-20,04:37:27,20:47:19
2022-07-21,04:38:49,20:46:03
2022-07-22,04:40:13,20:44:44
2022-07-23,04:41:38,20:43:23
2022-07-24,04:43:05,20:41:59
2022-07-25,04:44:32,20:40:33
2022-07-26,04:46:01,20:39:05
2022-07-27,04:47:30,20:37:34
2022-07-28,04:49:00,20:36:02
2022-07-29,04:50:32,20:34:27
2022-07-30,04:52:04,20:32:51
2022-07-31,04:53:36,20:31:12
2022-08-01,04:55:10,20:29:32
2022-08-02,04:56:44,20:27:50
2022-08-03,04:58:19,20:26:06
2022-08-04,04:59:54,20:24:20
2022-08-05,05:01:30,20:22:32
2022-08-06,05:03:06,20:20:43
2022-08-07,05:04:42,20:18:53
2022-08-08,05:06:19,20:17:00
2022-08-09,05:07:56,20:15:06
2022-08-10,05:09:34,20:13:11
2022-08-11,05:11:12,20:11:15
2022-08-12,05:12:50,20:09:17
2022-08-13,05:14:28,20:07:17
2022-08-14,05:16:07,20:05:17
2022-08-15,05:17:45,20:03:15
2022-08-16,05:19:24,20:01:12
2022-08-17,05:21:03,19:59:08
2022-08-18,05:22:42,19:57:02
2022-08-19,05:24:21,19:54:56
2022-08-20,05:26:00,19:52:49
2022-08-21,05:27:39,19:50:40
2022-08-22,05:29:18,19:48:31
2022-08-23,05:30:57,19:46:21
2022-08-24,05:32:36,19:44:10
2022-08-25,05:34:15,19:41:58
2022-08-26,05:35:54,19:39:45
2022-08-27,05:37:33,19:37:32
2022-08-28,05:39:12,19:35:18
2022-08-29,05:40:51,19:33:03
2022-08-30,05:42:30,19:30:47
2022-08-31,05:44:09,19:28:31
2022-09-01,05:45:48,19:26:15
2022-09-02,05:47:26,19:23:57
2022-09-03,05:49:05,19:21:40
2022-09-04,05:50:44,19:19:21
2022-09-05,05:52:22,19:17:03
2022-09-06,05:54:01,19:14:44
2022-09-07,05:55:40,19:12:24
2022-09-08,05:57:18,19:10:04
2022-09-09,05:58:57,19:07:44
2022-09-10,06:00:36,19:05:24
2022-09-11,06:02:14,19:03:03
2022-09-12,06:03:53,19:00:42
2022-09-13,06:05:31,18:58:21
2022-09-14,06:07:10,18:55:59
2022-09-15,06:08:49,18:53:38
2022-09-16,06:10:27,18:51:16
2022-09-17,06:12:06,18:48:55
2022-09-18,06:13:45,18:46:33
2022-09-19,06:15:24,18:44:11
2022-09-20,06:17:03,18:41:49
2022-09-21,06:18:42,18:39:28
2022-09-22,06:20:22,18:37:06
2022-09-23,06:22:01,18:34:44
2022-09-24,06:23:40,18:32:23
2022-09-25,06:25:20,18:30:01
2022-09-26,06:27:00,18:27:40
2022-09-27,06:28:40,18:25:19
2022-09-28,06:30:20,18:22:59
2022-09-29,06:32:01,18:20:38
2022-09-30,06:33:41,18:18:18
2022-10-01,06:35:22,18:15:58
2022-10-02,06:37:03,18:13:39
2022-10-03,06:38:44,18:11:20
2022-10-04,06:40:26,18:09:01
2022-10-05,06:42:08,18:06:43
2022-10-06,06:43:50,18:04:25
2022-10-07,06:45:32,18:02:08
2022-10-08,06:47:15,17:59:51
2022-10-09,06:48:57,17:57:35
2022-10-10,06:50:41,17:55:20
2022-10-11,06:52:24,17:53:05
2022-10-12,06:54:08,17:50:51
2022-10-13,06:55:52,17:48:37
2022-10-14,06:57:36,17:46:25
2022-10-15,06:59:21,17:44:13
2022-10-16,07:01:06,17:42:02
2022-10-17,07:02:51,17:39:52
2022-10-18,07:04:36,17:37:42
2022-10-19,07:06:22,17:35:34
2022-10-20,07:08:08,17:33:27
2022-10-21,07:09:55,17:31:20
2022-10-22,07:11:41,17:29:15
2022-10-23,07:13:28,17:27:11
2022-10-24,07:15:15,17:25:08
2022-10-25,07:17:02,17:23:06
2022-10-26,07:18:50,17:21:06
2022-10-27,07:20:38,17:19:06
2022-10-28,07:22:26,17:17:08
2022-10-29,07:24:14,17:15:12
2022-10-30,06:26:02,16:13:16
2022-10-31,06:27:50,16:11:23
2022-11-01,06:29:38,16:09:31
2022-11-02,06:31:27,16:07:40
2022-11-03,06:33:15,16:05:51
2022-11-04,06:35:03,16:04:03
2022-11-05,06:36:52,16:02:18
2022-11-06,06:38:40,16:00:34
2022-11-07,06:40:28,15:58:52
2022-11-08,06:42:16,15:57:11
2022-11-09,06:44:03,15:55:33
2022-11-10,06:45:51,15:53:57
2022-11-11,06:47:38,15:52:22
2022-11-12,06:49:24,15:50:50
2022-11-13,06:51:11,15:49:20
2022-11-14,06:52:56,15:47:52
2022-11-15,06:54:41,15:46:27
2022-11-16,06:56:26,15:45:03
2022-11-17,06:58:09,15:43:42
2022-11-18,06:59:52,15:42:24
2022-11-19,07:01:35,15:41:08
2022-11-20,07:03:16,15:39:54
2022-11-21,07:04:56,15:38:43
2022-11-22,07:06:35,15:37:35
2022-11-23,07:08:13,15:36:30
2022-11-24,07:09:50,15:35:27
2022-11-25,07:11:26,15:34:27
2022-11-26,07:13:00,15:33:30
2022-11-27,07:14:33,15:32:36
2022-11-28,07:16:04,15:31:45
2022-11-29,07:17:33,15:30:57
2022-11-30,07:19:01,15:30:12
2022-12-01,07:20:27,15:29:31
2022-12-02,07:21:51,15:28:52
2022-12-03,07:23:13,15:28:17
2022-12-04,07:24:33,15:27:44
2022-12-05,07:25:51,15:27:16
2022-12-06,07:27:07,15:26:50
2022-12-07,07:28:20,15:26:28
2022-12-08,07:29:31,15:26:10
2022-12-09,07:30:39,15:25:54
2022-12-10,07:31:45,15:25:43
2022-12-11,07:32:48,15:25:34
2022-12-12,07:33:49,15:25:29
2022-12-13,07:34:46,15:25:28
2022-12-14,07:35:41,15:25:30
2022-12-15,07:36:33,15:25:36
2022-12-16,07:37:22,15:25:45
2022-12-17,07:38:07,15:25:58
2022-12-18,07:38:50,15:26:14
2022-12-19,07:39:30,15:26:34
2022-12-20,07:40:06,15:26:57
2022-12-21,07:40:39,15:27:24
2022-12-22,07:41:08,15:27:54
2022-12-23,07:41:35,15:28:27
2022-12-24,07:41:58,15:29:04
2022-12-25,07:42:17,15:29:44
2022-12-26,07:42:33,15:30:27
2022-12-27,07:42:46,15:31:13
2022-12-28,07:42:55,15:32:03
2022-12-29,07:43:01,15:32:56
2022-12-30,07:43:03,15:33:51
2022-12-31,07:43:02,15:34:50
